id,Predicted_price
2591820310,369800.12
7974200820,937100.1
7701450110,1047993.2
9522300010,1857527.2
9510861140,705811.5
1761300310,262012.8
7732410120,786355.7
7010701383,637372.06
291310170,451067.66
4232901990,565839.75
6840701125,571874.56
3971700580,385129.56
4202400078,242309.44
6064800090,334643.25
2626119028,251095.78
3303980660,1114907.6
862000020,717308.06
2386000070,986420.4
1138000450,386490.2
1775800420,460368.38
2291401425,409017.8
2025770560,800534.9
3525069037,691808.75
9324800450,604719.7
8080400136,515864.16
8651540040,538616.6
9407001790,246803.84
1773101530,219365.5
9432900250,347809.06
1794500695,578837.5
2220069003,351775.4
923000120,540367.94
5728000060,546357.2
16000200,241529.86
1926059094,414357.72
6672900220,953169.0
3629860060,838351.94
1822069109,444319.34
6675500105,378072.2
249000180,1731371.0
226059065,485657.84
396100110,279010.72
9264450460,334342.12
7853361210,393634.5
9474700020,286658.53
421000455,250782.53
3755200220,413319.75
7960100075,492373.84
9477100490,397360.22
9138100350,767237.75
1624049275,510117.75
2770606890,519194.16
1157200189,392572.03
2770601800,512254.97
9301300805,559167.0
2325069032,1249080.5
1021079099,386562.44
7215730040,739375.25
1853200080,463952.1
3224600340,723305.0
3222049120,420529.03
2113700025,305964.16
7893207925,211480.8
3586501085,602850.56
8024200010,407077.53
7116500705,176129.16
1598600209,305745.4
7204200025,764083.3
4206901505,550894.44
2937300440,895630.3
7205000180,308681.66
8718500665,383224.75
5318101765,956798.3
4122700020,1008942.44
8078700020,521362.97
3303980680,902391.44
8924100372,1118918.0
2781270210,214297.98
519000043,557898.75
3225069301,1410934.2
151000075,755737.7
2297400020,428072.66
6617500085,570776.7
104510180,247599.98
3528900060,979970.3
3345100286,522987.38
1226039130,463970.7
8712100720,842707.0
3037200010,419508.8
3626039268,430450.72
104510230,251346.39
5112800060,400735.4
6072400280,682824.94
5317100570,1120436.5
9528102993,511157.94
2919201095,481131.3
6181400920,254022.45
185000161,255011.8
8691400010,738838.9
3345700165,522946.5
6151800486,250029.33
4340000080,1420842.6
4136960010,587492.75
3634100030,347957.38
1624059224,1135954.4
2788400090,265835.53
9828200762,445724.56
7524400250,506190.94
3528000290,676090.5
5700003630,1831531.9
2720069019,279381.1
7227501170,266190.44
2397101270,614720.25
6792100090,713550.7
2770602265,537298.6
3971700937,309125.3
422049203,222227.08
3076500830,334520.72
1423400260,283354.78
9161100795,452279.78
3126049052,517050.7
5100401468,390004.7
514500235,443929.25
1423200170,196155.56
1402100070,411711.5
624110020,769535.06
2407000145,211481.4
1890000225,775784.4
1320069271,295829.75
5490700085,346535.03
263000155,493820.8
3726800201,444153.28
5153200358,305204.12
2725079018,721099.6
7165700200,283518.06
9429000170,516905.72
8718500075,356562.1
1760650950,289233.53
1068000559,1314444.4
4113800500,603033.44
4077800507,508353.4
2725069150,746657.44
4008400035,639960.0
7016310270,422765.2
1432701230,227431.56
3278606050,347810.06
2473350710,383635.75
2185000685,171011.81
7792000025,374028.3
6868200029,478805.56
624069003,729285.3
7431500280,802038.0
3296000040,542041.25
1118001215,1492933.5
6453900040,755762.94
333100209,631622.4
34001765,609134.25
8946700100,390688.2
5561401210,623934.0
6671900095,362670.03
3275850020,731857.6
3876300600,412664.75
1450900020,256153.25
8562780280,318190.38
7663700973,319588.7
2126049032,395837.47
1823059159,182672.84
3438503426,287150.78
9297301495,500050.34
7140700850,361127.28
7942601805,739945.94
2555900030,364681.97
2887970040,278800.88
7419700010,665914.06
2239000011,367954.66
9283800050,377949.25
9407001340,290426.22
217500140,548623.7
7212660520,247915.42
3298201170,361818.78
3057000400,293269.88
6865200444,485328.2
6071600340,574249.1
6821600005,691533.7
1235100371,799168.75
7796450340,368187.72
3603000410,168337.88
9297300255,546148.25
9126100850,589144.5
2770601462,487801.0
2599001500,233052.89
1102000095,670619.94
1853080640,892225.4
9551201585,895954.06
3438500796,321964.12
7518504291,517320.47
9269200340,409358.88
715010130,1366619.5
1982201485,643270.4
9526500080,375502.25
9277200180,453867.72
6669150280,305141.84
8917100153,584158.5
3760500516,917131.94
2725069050,1007375.25
3332000091,327880.03
8562770080,597766.25
8151601190,248583.28
8563040160,635678.44
240000269,597156.0
4307350200,327885.66
1311910300,270451.2
3574900030,491346.56
7853230570,422185.8
320069049,384846.84
9839301060,652286.56
7011201333,660478.6
2781320100,271035.5
3421069120,477301.53
7852030320,472325.56
5316101075,2254471.5
5309100750,514678.9
629000730,693932.5
511700170,286458.78
1562100030,535446.9
2489200230,513360.25
524069116,528451.75
5315100737,1071775.0
1868900675,828599.06
1608000120,352224.88
705700240,337722.7
7575600610,275085.1
1778500015,755985.6
5423500240,200359.84
6713700025,348032.38
2734100734,398801.72
301402280,213644.58
2113700205,278622.5
4114601570,3033954.8
3332000615,349395.2
3630050180,354467.8
6852700520,548182.3
6870310010,608322.06
6163900981,311093.2
393000142,372331.75
1771100130,354030.66
1442860160,388749.94
9191200435,594541.5
6788200800,1012904.9
1115300070,652535.44
3176600105,718581.56
2770604665,587247.4
5469500580,406005.12
5680000545,445522.7
3424089119,538794.4
1328300180,342174.22
1773100922,349565.2
4123830480,342316.84
9808610190,1152424.4
4250200140,273696.1
4217402115,3138620.8
3831250350,381569.1
2397101055,834416.44
6817850110,826361.9
7526800200,627136.3
7853370100,596151.1
2523089025,996929.25
9476200680,284798.78
5714200140,419948.3
3575304895,529095.2
263000018,421011.38
8080400177,477747.38
6450304130,327521.88
514500090,530958.4
9477000300,428761.9
853600310,1314075.9
1951600240,203645.92
1099900120,337489.9
5323100120,557655.6
1223089016,429990.78
522059172,244642.77
1930300190,659036.5
9542840410,302521.0
8665050530,498183.5
